Date,Open,High,Low,Close,Adj Close,Volume,neutral-count-finbert,positive-count-finbert,negative-count-finbert,average-confidence-finbert,average-neutral-score-gemini,average-positive-score-gemini,average-negative-score-gemini,prediction-label,ticker,number-employees,sector
2024-11-08,591.4899902,593.0999756,584.5499878,589.3400269,589.3400269,9254890,1,1,6,0.882399388,7.5,3.625,3.25,0.0,META,72404.0,Technology
2024-11-09,227.1399994,228.6600037,226.4084015,226.9600067,226.9600067,37608324,1,0,7,0.974606656,6.25,2.375,1.75,0.0,AAPL,164000.0,Technology
2024-11-09,2.319999933,2.359999895,2.099999905,2.210000038,2.210000038,102274174,5,1,2,0.917896777,7.625,4.375,2.875,0.0,LCID,6500.0,Automotive
2024-11-09,27.11000061,27.14999962,26.71809959,26.71999931,26.71999931,53549746,2,0,6,0.936197095,6.25,3.125,1.5,0.0,PFE,88000.0,Healthcare
2024-11-09,40.74000168,40.84999847,40.41999817,40.47999954,40.47999954,21278511,1,1,6,0.975383721,7.75,3.625,1.375,0.0,VZ,101200.0,Telecommunications
2024-11-09,148.7700043,149.7599945,146.2599945,147.6300049,147.6300049,173148255,2,0,6,0.868050024,5.875,3.0,1.625,0.0,NVDA,29600.0,Technology
2024-11-09,157.0,157.0800018,155.4100037,155.4700012,155.4700012,8818545,1,0,7,0.941472799,7.5,4.375,1.25,0.0,JNJ,131900.0,Healthcare
2024-11-09,22.04999924,22.43000031,22.04999924,22.34000015,22.34000015,29866241,1,2,5,0.993255429,7.5,3.375,2.25,1.0,T,143630.0,Telecommunications
2024-11-09,120.9499969,124.2137985,120.9000015,123.5500031,123.5500031,3622769,6,1,1,0.933277212,6.75,5.75,1.75,1.0,RTX,185000.0,Industrials
2024-11-09,88.36000061,88.66999817,87.56999969,87.72000122,87.72000122,8134485,4,0,4,0.966304146,6.75,3.375,2.125,0.0,MDT,95000.0,Healthcare
2024-11-09,180.6450043,180.8999939,178.0800018,178.3500061,178.3500061,21970658,1,0,7,0.919377312,5.125,2.5,1.875,0.0,GOOGL,181269.0,Technology
2024-11-09,87.56999969,88.94000244,87.3239975,88.25,88.25,3737888,3,3,2,0.831131984,7.75,3.625,3.5,1.0,BSX,48000.0,Healthcare
2024-11-09,591.4899902,593.0999756,584.5499878,589.3400269,589.3400269,9254890,0,0,8,0.976398498,7.25,3.125,1.75,0.0,META,72404.0,Technology
2024-11-11,225.0549927,225.6999969,221.5,224.2299957,224.2299957,41415717,3,0,5,0.945335798,6.5,6.5,1.375,0.0,AAPL,164000.0,Technology
2024-11-11,2.25999999,2.410000086,2.234999895,2.339999914,2.339999914,102030417,5,2,1,0.920901813,7.5,4.625,3.0,1.0,LCID,6500.0,Automotive
2024-11-11,26.71999931,26.82999992,26.21999931,26.23999977,26.23999977,49806544,3,3,2,0.945881791,6.75,4.875,3.0,0.0,PFE,88000.0,Healthcare
2024-11-11,40.47000122,40.88000107,40.40999985,40.43999863,40.43999863,16526077,3,0,5,0.924885117,7.125,7.25,1.375,0.0,VZ,101200.0,Telecommunications
2024-11-11,148.6799927,148.7700043,143.5700073,145.2599945,145.2599945,179647592,7,1,0,0.989105649,5.875,6.375,1.625,0.0,NVDA,29600.0,Technology
2024-11-11,155.6199951,157.5800018,154.9100037,155.0399933,155.0399933,6868482,3,0,5,0.913906284,7.25,5.875,1.875,0.0,JNJ,131900.0,Healthcare
2024-11-11,22.28000069,22.47999954,22.24500084,22.30999947,22.30999947,18894910,2,2,4,0.988345839,7.5,4.25,2.25,1.0,T,143630.0,Telecommunications
2024-11-11,124.0749969,125.5400009,124.0199966,124.5599976,124.5599976,3924274,5,1,2,0.910288878,7.875,5.25,2.125,1.0,RTX,185000.0,Industrials
2024-11-11,88.20999908,88.80999756,87.75,88.26999664,88.26999664,2892581,5,0,3,0.974596143,7.875,5.5,2.5,1.0,MDT,95000.0,Healthcare
2024-11-11,178.5800018,180.5449982,178.4700012,180.3500061,180.3500061,16167147,2,1,5,0.929543942,7.375,3.5,2.625,1.0,GOOGL,181269.0,Technology
2024-11-11,88.65000153,88.88999939,88.20999908,88.48000336,88.48000336,3945617,5,2,1,0.86990058,7.625,5.25,3.5,0.0,BSX,48000.0,Healthcare
2024-11-11,586.7600098,587.0,576.5100708,583.1699829,583.1699829,10046291,2,0,6,0.954252146,7.375,3.75,2.75,0.0,META,72404.0,Technology
2024-11-12,342.5799865722656,345.8399963378906,323.3099975585937,328.6400146484375,328.6400146484375,150160914,1,3,4,0.9592904821038246,6.25,3.0,2.875,0.0,TSLA,140473.0,Automotive
2024-11-12,224.6300048828125,225.58999633789065,223.35499572753903,224.22999572753903,224.22999572753903,34988619,2,1,5,0.9937637522816658,7.5,4.75,2.75,0.0,AAPL,164000.0,Technology
2024-11-12,2.309999942779541,2.319999933242798,2.119999885559082,2.140000104904175,2.140000104904175,86642403,4,2,2,0.9646258354187012,7.5,5.5,2.5,0.0,LCID,6500.0,Automotive
2024-11-12,26.229999542236328,26.440000534057617,25.950000762939453,26.184999465942383,26.184999465942383,44027852,3,1,4,0.9075953513383864,7.0,3.625,3.5,0.0,PFE,88000.0,Healthcare
2024-11-12,40.5,40.59999847412109,40.07419967651367,40.380001068115234,40.380001068115234,12422639,5,0,3,0.9666203483939172,7.5,7.125,2.0,0.0,VZ,101200.0,Telecommunications
2024-11-12,146.72000122070312,149.6199951171875,146.00999450683594,148.30999755859375,148.30999755859375,187536686,5,1,2,0.9652786776423454,6.5,7.125,1.25,1.0,NVDA,29600.0,Technology
2024-11-12,154.52999877929688,155.0399932861328,152.3699951171875,152.6699981689453,152.6699981689453,4971777,3,0,5,0.8883423283696175,7.125,5.125,2.25,0.0,JNJ,131900.0,Healthcare
2024-11-12,22.209999084472656,22.290000915527344,21.790000915527344,22.155000686645508,22.155000686645508,30886900,2,1,5,0.9708496630191804,7.0,4.25,3.0,0.0,T,143630.0,Telecommunications
2024-11-12,124.88999938964844,125.27989959716795,122.29499816894533,123.37999725341795,123.37999725341795,2655383,6,1,1,0.9706446304917336,7.375,5.75,2.5,0.0,RTX,185000.0,Industrials
2024-11-12,88.23000336,88.81999969482422,87.80000305175781,88.24790192,88.24790192,3533491,5,0,3,0.9747683331370354,7.875,5.125,2.5,1.0,MDT,95000.0,Healthcare
2024-11-12,179.7100067138672,182.47999572753903,179.38999938964844,181.6199951171875,181.6199951171875,19896597,2,0,6,0.9862703457474707,7.875,4.5,2.0,1.0,GOOGL,181269.0,Technology
2024-11-12,88.62999725341797,89.00499725341797,88.01499938964844,88.72000122070312,88.72000122070312,3774587,5,2,1,0.8845573402941227,7.75,5.875,2.75,1.0,BSX,48000.0,Healthcare
2024-11-12,587.5449829101562,599.6599731445312,580.4400024414062,584.8200073242188,584.8200073242188,15694632,1,0,7,0.9957300573587418,7.625,3.875,1.25,0.0,META,72404.0,Technology
2024-11-13,335.92498779296875,344.59991455078125,322.5,330.239990234375,330.239990234375,124381385,1,0,7,0.9672316238284112,5.625,2.625,1.75,0.0,TSLA,140473.0,Automotive
2024-11-13,224.009994506836,226.6499938964844,222.759994506836,225.1199951171875,225.1199951171875,47686733,4,0,4,0.9050285816192628,6.75,6.125,2.125,1.0,AAPL,164000.0,Technology
2024-11-13,2.180000066757202,2.3299999237060547,2.140000104904175,2.180000066757202,2.180000066757202,83278792,4,2,2,0.9646227061748504,7.5,5.375,2.5,1.0,LCID,6500.0,Automotive
2024-11-13,26.229999542236328,26.75,25.979999542236328,26.71999931335449,26.71999931335449,36647810,3,0,5,0.9496019631624222,7.5,6.0,2.0,1.0,PFE,88000.0,Healthcare
2024-11-13,40.400001525878906,41.39500045776367,40.310001373291016,41.13999938964844,41.13999938964844,15124092,2,1,5,0.9308321550488472,7.25,5.625,1.125,1.0,VZ,101200.0,Telecommunications
2024-11-13,149.0500030517578,149.3300018310547,145.89999389648438,146.27000427246094,146.27000427246094,183582186,3,3,2,0.9172683134675026,7.375,2.75,3.625,0.0,NVDA,29600.0,Technology
2024-11-13,152.5,153.50999450683594,151.4239959716797,153.24000549316406,153.24000549316406,4780264,1,0,7,0.8878415077924728,7.625,3.75,2.25,1.0,JNJ,131900.0,Healthcare
2024-11-13,22.170000076293945,22.388900756835938,22.059999465942383,22.299999237060547,22.299999237060547,23401863,2,0,6,0.9787327498197556,7.25,3.625,3.5,1.0,T,143630.0,Telecommunications
2024-11-13,123.37999725341795,123.9499969482422,122.95999908447266,123.75,123.75,1831394,6,1,1,0.9714066535234452,7.625,6.0,2.25,1.0,RTX,185000.0,Industrials
2024-11-13,87.98999786376953,88.25,87.5,87.97000122070312,87.97000122070312,8338824,4,1,3,0.9663238301873208,7.5,4.0,2.875,0.0,MDT,95000.0,Healthcare
2024-11-13,180.6000061035156,180.9600067138672,178.55999755859375,178.8800048828125,178.8800048828125,23074782,2,1,5,0.9663494974374772,7.75,5.375,2.0,0.0,GOOGL,181269.0,Technology
2024-11-13,88.75,89.30000305175781,88.66000366210938,88.7699966430664,88.7699966430664,2757090,7,0,1,0.9994835928082466,7.125,6.125,2.75,1.0,BSX,48000.0,Healthcare
2024-11-13,582.5599975585938,585.6400146484375,575.1799926757812,580.0,580.0,10038132,1,0,7,0.9781106859445572,7.875,3.75,2.875,0.0,META,72404.0,Technology
2024-11-14,327.6650085449219,329.9800109863281,310.3699951171875,311.17999267578125,311.17999267578125,118633828,2,0,6,0.929036259651184,6.5,2.75,1.875,0.0,TSLA,140473.0,Automotive
2024-11-14,225.07000732421875,228.8699951171875,225.0500030517578,228.22000122070312,228.22000122070312,43401721,3,0,5,0.939148485660553,6.0,5.875,1.75,1.0,AAPL,164000.0,Technology
2024-11-14,2.200000047683716,2.220000028610229,2.069999933242798,2.0799999237060547,2.0799999237060547,68746748,4,2,2,0.9646227061748504,7.125,5.375,2.625,0.0,LCID,6500.0,Automotive
2024-11-14,26.739999771118164,26.850000381469727,25.84000015258789,26.020000457763672,26.020000457763672,38820447,4,0,4,0.9058922603726388,7.25,6.25,2.5,0.0,PFE,88000.0,Healthcare
2024-11-14,41.13999938964844,41.250099182128906,40.86000061035156,40.869998931884766,40.869998931884766,10409189,2,1,5,0.9594365656375884,7.5,4.875,1.25,0.0,VZ,101200.0,Telecommunications
2024-11-14,147.63980102539062,148.91000366210938,145.5500030517578,146.75999450683594,146.75999450683594,193322475,2,3,3,0.8886591196060181,7.5,3.25,3.375,0.0,NVDA,29600.0,Technology
2024-11-14,153.17999267578125,153.591796875,150.75999450683594,151.8699951171875,151.8699951171875,7706540,2,0,6,0.9472334906458856,7.25,2.75,3.25,0.0,JNJ,131900.0,Healthcare
2024-11-14,22.299999237060547,22.459999084472656,22.21999931335449,22.25,22.25,16900665,2,0,6,0.9221521392464638,7.875,4.5,3.0,0.0,T,143630.0,Telecommunications
2024-11-14,123.1999969482422,123.5,117.55999755859376,118.91999816894533,118.91999816894533,5019341,6,1,1,0.968667633831501,7.25,5.5,2.625,0.0,RTX,185000.0,Industrials
2024-11-14,87.69999694824219,88.13500213623047,85.9000015258789,86.0,86.0,7953075,4,1,3,0.9699357748031616,7.25,3.375,3.125,0.0,MDT,95000.0,Healthcare
2024-11-14,178.24000549316406,178.8000030517578,174.32200622558594,175.5800018310547,175.5800018310547,30973235,2,0,6,0.958643727004528,7.75,4.875,2.25,0.0,GOOGL,181269.0,Technology
2024-11-14,88.6500015258789,89.08000183105469,87.4800033569336,87.58999633789062,87.58999633789062,5053824,7,1,0,0.999426119029522,7.0,5.75,2.625,0.0,BSX,48000.0,Healthcare
2024-11-14,577.0,580.760009765625,573.010009765625,577.1599731445312,577.1599731445312,10556017,1,0,7,0.9779968708753586,8.0,4.375,2.75,1.0,META,72404.0,Technology
2024-11-15,310.8550109863281,324.6799011230469,309.2200012207031,320.7200012207031,320.7200012207031,113671090,4,0,4,0.9550879523158072,6.625,5.125,3.25,1.0,TSLA,140473.0,Automotive
2024-11-15,225.9199981689453,226.9199981689453,224.2700042724609,225.0,225.0,46862701,2,1,5,0.991967149078846,6.125,2.75,5.25,0.0,AAPL,164000.0,Technology
2024-11-19,226.7949981689453,230.1600036621093,226.6600036621093,228.88999938964844,228.88999938964844,19175796,4,1,3,0.9323277473449708,,,,1.0,AAPL,164000.0,Technology
2024-11-19,2.095000028610229,2.150000095367432,2.059999942779541,2.0999999046325684,2.0999999046325684,55307499,4,2,2,0.9615494832396508,,,,1.0,LCID,6500.0,Automotive
2024-11-19,42.209999084472656,42.209999084472656,41.79999923706055,41.90499877929688,41.90499877929688,6245193,4,0,4,0.9260229617357254,,,,0.0,VZ,101200.0,Telecommunications
2024-11-19,141.3249969482422,146.97000122070312,140.99000549316406,146.6497039794922,146.6497039794922,174287728,3,1,4,0.9368048347532748,,,,1.0,NVDA,29600.0,Technology
2024-11-19,153.94500732421875,153.99000549316406,152.0500030517578,152.5500030517578,152.5500030517578,4213933,4,0,4,0.9461868405342102,,,,0.0,JNJ,131900.0,Healthcare
2024-11-19,22.8799991607666,22.920000076293945,22.68000030517578,22.7549991607666,22.7549991607666,14731665,5,0,3,0.9421109557151794,,,,0.0,T,143630.0,Telecommunications
2024-11-19,121.23999786376952,121.33000183105467,118.5,118.72000122070312,118.72000122070312,2693454,6,0,2,0.9581162929534912,,,,0.0,RTX,185000.0,Industrials
2024-11-19,86.0,86.47989654541016,84.5,85.1500015258789,85.1500015258789,6516438,5,1,2,0.8998789861798286,,,,0.0,MDT,95000.0,Healthcare
2024-11-19,173.72000122070312,178.39999389648438,173.55999755859375,178.14500427246094,178.14500427246094,16480693,2,0,6,0.988350585103035,,,,1.0,GOOGL,181269.0,Technology
2024-11-19,90.02999877929688,90.74500274658205,89.37999725341797,90.23999786376952,90.23999786376952,3435242,6,0,2,0.9824980273842812,,,,1.0,BSX,48000.0,Healthcare
2024-11-19,552.0,559.0900268554688,550.60009765625,559.0256958007812,559.0256958007812,6085542,2,0,6,0.991860568523407,,,,1.0,META,72404.0,Technology
2024-11-21,2.0299999713897705,2.130000114440918,2.0,2.059999942779541,2.059999942779541,62359603,5,2,1,0.9646261632442474,4.75,5.625,4.125,1.0,LCID,6500.0,Automotive
2024-11-21,24.8700008392334,25.21500015258789,24.77499961853028,25.1299991607666,25.1299991607666,44697622,3,1,4,0.9163375943899156,4.0,6.375,3.25,1.0,PFE,88000.0,Healthcare
2024-11-21,42.220001220703125,42.744998931884766,42.005001068115234,42.5,42.5,10333932,4,0,4,0.9260229617357254,3.5,6.625,2.5,1.0,VZ,101200.0,Telecommunications
2024-11-21,149.31500244140625,152.88999938964844,140.6999969482422,146.6699981689453,146.6699981689453,397611206,2,1,5,0.9699426367878914,4.875,5.875,2.875,0.0,NVDA,29600.0,Technology
2024-11-21,153.6199951171875,156.0500030517578,152.85000610351562,155.5,155.5,9482165,4,0,4,0.9461868405342102,3.875,7.25,2.5,1.0,JNJ,131900.0,Healthcare
2024-11-21,22.799999237060547,23.14999961853028,22.729999542236328,22.979999542236328,22.979999542236328,23068328,5,0,3,0.9421109557151794,4.375,6.125,4.0,1.0,T,143630.0,Telecommunications
2024-11-21,119.5999984741211,120.87999725341795,118.86000061035156,120.52999877929688,120.52999877929688,2225252,6,0,2,0.9581162929534912,3.25,6.625,3.0,1.0,RTX,185000.0,Industrials
2024-11-21,84.19999694824219,85.12999725341797,83.91999816894531,84.73999786376953,84.73999786376953,5699495,5,1,2,0.8998789861798286,5.0,5.75,3.375,1.0,MDT,95000.0,Healthcare
2024-11-21,173.99000549316406,174.07000732421875,163.7050018310547,167.6300048828125,167.6300048828125,59519470,2,0,6,0.988396018743515,4.0,5.0,2.875,0.0,GOOGL,181269.0,Technology
2024-11-21,90.6500015258789,91.72000122070312,90.2300033569336,91.5,91.5,4195061,5,0,3,0.995638743042946,2.75,6.75,1.5,1.0,BSX,48000.0,Healthcare
2024-11-21,569.3599853515625,570.0,549.0499877929688,563.0900268554688,563.0900268554688,10869427,2,0,6,0.9918525815010072,4.5,5.375,4.125,0.0,META,72404.0,Technology
2024-11-21,343.99969482421875,347.9898986816406,335.2799987792969,339.6400146484375,339.6400146484375,57631341,3,1,4,0.9165941774845124,4.375,5.75,3.125,0.0,TSLA,140473.0,Automotive
2024-11-21,228.7899932861328,230.1499938964844,225.7102966308593,228.5200042724609,228.5200042724609,40355157,4,1,3,0.9323277473449708,5.0,5.375,4.625,0.0,AAPL,164000.0,Technology
2024-11-21,134.17999267578125,134.9499969482422,132.5800018310547,133.25999450683594,133.25999450683594,4059806,3,0,5,0.9001478850841522,4.75,6.0,3.5,0.0,ABNB,6907.0,Consumer Goods
2024-11-21,203.08999633789065,203.13400268554688,195.75,198.3800048828125,198.3800048828125,58318367,4,1,3,0.8700442463159561,3.5,5.25,3.875,0.0,AMZN,1551000.0,Consumer Goods
2024-11-21,419.5,419.7799987792969,410.2886962890625,412.8699951171875,412.8699951171875,20476279,3,1,4,0.8764951750636101,3.125,5.375,4.125,0.0,MSFT,228000.0,Technology
2024-11-21,307.29998779296875,310.9100036621094,306.760009765625,309.8999938964844,309.8999938964844,4439654,3,0,5,0.914547584950924,3.0,4.75,1.125,1.0,V,105400.0,Finance
2024-11-21,87.44999694824219,88.63999938964844,86.93000030517578,88.38999938964844,88.38999938964844,15550765,1,2,5,0.9295330718159676,4.125,3.0,2.5,1.0,WMT,2100000.0,Consumer Goods
2024-11-21,85.16999816894531,85.48999786376953,84.20999908447266,84.81999969482422,84.81999969482422,7228962,1,1,6,0.9751614928245544,1.75,0.875,1.25,0.0,PYPL,27200.0,Finance
2024-11-21,513.22998046875,520.1199951171875,511.5799865722656,515.0999755859375,515.0999755859375,3077314,0,0,3,0.8962521950403849,5.333333333333333,3.6666666666666665,5.333333333333333,1.0,MA,33400.0,Finance
2024-11-21,114.1500015258789,116.25,113.83429718017578,114.72000122070312,114.72000122070312,8495258,4,1,3,0.944153554737568,4.5,6.75,1.75,1.0,DIS,173250.0,Entertainment
2024-11-21,883.1599731445312,908.0,877.239990234375,897.47998046875,897.47998046875,4503804,3,1,4,0.9840148463845252,1.625,3.875,2.0,1.0,NFLX,13000.0,Entertainment
2024-11-21,138.69000244140625,140.2799072265625,134.92999267578125,137.49000549316406,137.49000549316406,28507311,2,1,5,0.93097872287035,4.25,5.5,2.875,0.0,AMD,26000.0,Technology
2024-11-21,659.780029296875,681.5894165039062,656.75,678.7000122070312,678.7000122070312,2190094,2,0,6,0.9786374866962432,2.0,2.5,1.125,1.0,INTU,18800.0,Technology
2024-11-21,586.510009765625,600.7000122070312,584.6300048828125,596.1099853515625,596.1099853515625,1799197,2,0,6,0.984924279153347,3.0,4.375,2.375,1.0,GS,46400.0,Finance
2024-11-21,133.1999969482422,135.5749969482422,133.13999938964844,134.99000549316406,134.99000549316406,5546864,0,0,8,0.9623051434755324,4.0,5.125,1.5,1.0,MS,80000.0,Finance
2024-11-21,63.150001525878906,63.810001373291016,62.95000076293945,63.7599983215332,63.7599983215332,17073342,3,0,5,0.9307461231946944,2.25,4.0,1.25,1.0,KO,79100.0,Consumer Goods
2024-11-21,121.08000183105467,122.55470275878906,120.2699966430664,121.93000030517578,121.93000030517578,11087814,2,0,6,0.9839577227830888,5.0,5.0,2.125,1.0,XOM,62000.0,Energy
2024-11-21,215.8099975585937,222.6199951171875,215.2700958251953,222.3999938964844,222.3999938964844,5233810,1,0,7,0.9951912611722946,5.0,5.25,2.75,1.0,IBM,282200.0,Technology
2024-11-21,593.4000244140625,595.1099853515625,587.4600219726562,593.6699829101562,593.6699829101562,46199712,4,1,3,0.9523357450962068,3.75,3.5,2.75,1.0,SPY,,Finance
2024-11-21,162.02000427246094,162.64999389648438,161.2899932861328,161.6300048828125,161.6300048828125,6330145,3,0,5,0.9328204244375228,3.5,3.75,2.0,0.0,CVX,45600.0,Energy
2024-11-21,600.0,603.9550170898438,596.7949829101562,597.489990234375,597.489990234375,2135667,3,2,3,0.9221818521618844,3.375,3.25,2.625,0.0,UNH,440000.0,Healthcare
2024-11-21,158.38999938964844,160.5,157.9499969482422,160.33999633789062,160.33999633789062,5657696,3,1,4,0.8960322961211205,2.375,4.5,0.875,1.0,PEP,318000.0,Consumer Goods
2024-11-21,401.3299865722656,411.3900146484375,400.3800048828125,410.4500122070313,410.4500122070313,2804141,1,2,5,0.9864816516637802,3.0,2.375,3.0,1.0,HD,465000.0,Consumer Goods
2024-11-21,73.36000061035156,75.55500030517578,73.19999694824219,75.0999984741211,75.0999984741211,12803292,1,1,6,0.9792218953371048,2.125,0.75,2.0,1.0,NKE,79400.0,Consumer Goods
2024-11-21,285.0,288.6000061035156,283.4599914550781,288.4700012207031,288.4700012207031,3849287,3,0,5,0.8623163923621178,5.625,4.875,3.375,1.0,MCD,100000.0,Consumer Goods
2024-11-21,57.290000915527344,57.93000030517578,57.09999847412109,57.560001373291016,57.560001373291016,16085371,2,0,6,0.947672463953495,4.875,4.875,2.125,1.0,CSCO,90400.0,Technology
2024-11-21,86.9800033569336,87.03949737548828,85.44499969482422,85.58000183105469,85.58000183105469,14957693,4,1,3,0.9315441772341728,3.375,4.5,2.875,0.0,BABA,198162.0,Technology
2024-11-21,146.38999938964844,146.4199981689453,141.33999633789062,143.41000366210938,143.41000366210938,7096873,0,2,6,0.962436892092228,4.5,4.25,2.0,0.0,BA,171000.0,Aerospace
2024-11-21,234.07000732421875,239.92999267578125,233.6699981689453,239.0200042724609,239.0200042724609,3490699,4,1,3,0.9303372576832772,3.0,4.5,2.5,1.0,UNP,30518.0,Industrials
2024-11-21,383.9200134277344,392.0199890136719,379.0350036621094,389.5899963378906,389.5899963378906,1443560,3,0,5,0.9944402724504472,5.25,4.0,4.0,1.0,CAT,113200.0,Industrials
2024-11-21,178.41000366210938,180.9250030517578,177.33999633789062,178.6999969482422,178.6999969482422,4208357,1,0,7,0.9753506258130074,1.625,1.125,0.625,1.0,GE,125000.0,Industrials
2024-11-21,191.94000244140625,196.0399932861328,191.64010620117188,192.42999267578125,192.42999267578125,11391546,1,0,7,0.9422616362571716,1.75,2.625,0.875,1.0,ORCL,159000.0,Technology
2024-11-21,288.1499938964844,291.1099853515625,284.1434936523437,289.8999938964844,289.8999938964844,3548979,3,0,5,0.9779600650072098,3.625,3.75,2.25,1.0,AMGN,26700.0,Healthcare
2024-11-21,535.1400146484375,544.6799926757812,533.7150268554688,542.010009765625,542.010009765625,1321481,5,0,3,0.9572909623384476,3.125,6.625,1.0,1.0,LMT,122000.0,Aerospace
2024-11-21,114.2699966430664,115.37000274658205,111.5,111.9000015258789,111.9000015258789,9514377,4,0,4,0.9913553446531296,3.75,4.875,2.625,0.0,COP,10300.0,Energy
2024-11-21,198.25,200.42999267578125,195.92999267578125,198.1999969482422,198.1999969482422,8028795,3,1,4,0.8957440331578255,6.5,3.5,5.0,0.0,TXN,34000.0,Technology
2024-11-21,78.97000122070312,81.6500015258789,78.9000015258789,81.19999694824219,81.19999694824219,3955320,5,0,3,0.954633466899395,5.75,5.5,2.625,1.0,ZM,7420.0,Technology
2024-11-21,90.73500061035156,93.95999908447266,89.6240005493164,92.6999969482422,92.6999969482422,12907000,4,0,4,0.9017433151602744,3.125,5.125,2.25,1.0,SQ,12000.0,Technology
2024-11-21,87.8499984741211,88.38999938964844,87.37000274658203,88.13999938964844,88.13999938964844,5635629,2,1,5,0.9822162836790084,5.25,4.875,2.75,1.0,SO,27819.0,Energy
2024-11-21,289.82000732421875,294.07000732421875,287.5299987792969,293.0,293.0,1918524,2,0,6,0.956511192023754,2.25,3.5,2.0,1.0,AXP,74600.0,Finance
2024-11-21,233.9199981689453,235.17999267578125,230.3950042724609,235.0500030517578,235.0500030517578,2535558,3,0,5,0.987607568502426,4.625,3.25,4.125,1.0,DHR,61000.0,Healthcare
2024-11-21,932.9910278320312,958.4899291992188,930.3726806640624,955.6500244140624,955.6500244140624,2304264,0,0,8,0.9206587076187134,0.875,0.625,0.75,1.0,COST,333000.0,Consumer Goods
2024-11-21,412.75,442.0499877929688,410.9592895507813,437.5400085449219,437.5400085449219,3689383,2,0,6,0.8700940981507301,4.5,2.75,3.5,1.0,DE,83000.0,Industrials
2024-11-21,264.0599975585937,265.69000244140625,262.260009765625,265.2200012207031,265.2200012207031,1844813,1,1,6,0.972039595246315,3.375,2.375,4.0,1.0,LOW,300000.0,Consumer Goods
2024-11-21,30.799999237060547,31.14999961853028,30.700000762939453,31.09000015258789,31.09000015258789,13549024,1,3,4,0.9499995037913322,3.125,3.125,3.75,1.0,KHC,36000.0,Consumer Goods
2024-11-21,82.67500305175781,82.69000244140625,80.2300033569336,81.62999725341797,81.62999725341797,8338056,3,3,2,0.9718320071697236,3.875,3.375,3.25,0.0,BIDU,39800.0,Technology
2024-11-21,514.1199951171875,516.219970703125,507.7200012207031,516.0999755859375,516.0999755859375,1575356,4,1,3,0.9731419011950492,4.375,6.75,2.125,1.0,TMO,122000.0,Healthcare
2024-11-21,95.0,95.98999786376952,93.70999908447266,94.4000015258789,94.4000015258789,6117324,5,1,2,0.9677570089697838,1.25,5.25,1.25,0.0,UAL,106500.0,Aerospace
2024-11-21,73.93499755859375,76.04000091552734,73.93499755859375,74.83000183105469,74.83000183105469,19880953,3,0,5,0.9408190697431564,3.25,4.5,2.0,1.0,WFC,220167.0,Finance
2024-11-21,94.1500015258789,94.91999816894533,93.3000030517578,94.25,94.25,3642634,2,0,6,0.9634268060326576,5.0,5.875,3.25,1.0,CL,34000.0,Consumer Goods
2024-11-21,131.77000427246094,132.5500030517578,131.00999450683594,131.3699951171875,131.3699951171875,2141297,4,0,4,0.9288052842020988,3.25,3.875,2.0,0.0,UPS,500000.0,Industrials
